track_name,artist_name,popularity,danceability,energy,key,loudness,acousticness,liveness,duration_ms,stream_count,duration_minutes,Week_1,Week_2,Week_3,Week_4,Week_5,Week_6,Week_7,Week_8,Week_9,Week_10,Week_11,Week_12,Week_13,Week_14,Week_15,Week_16,Weekly_Mean,social_media_mentions
Bed Chem,Sabrina Carpenter,90,0.5957282665304197,0.4846619345489293,11,0.1779045654310082,-0.7223388734060997,-0.5799690268369679,171870,742880,2.8645,65793.70035111494,62584.90372076348,59532.60194873444,56629.16269072474,53867.32583625541,51240.18535461368,48741.17202617908,46364.03701595263,44102.836248214415,41951.91554323823,39905.896478897055,37959.66294180632,36108.34833437551,34347.32340577933,32672.18467641937,31078.743426931447,46430.000000000015,23352
"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator",87,-1.825351764742036,0.9994137932657148,3,0.911888897327977,0.4199267062293067,1.9364017087430183,253834,211118,4.230566666666666,18697.817185449443,17785.91388073463,16918.484624990466,16093.36039325386,15308.477945157454,14561.874665753998,13851.6836579567,13176.1290743241,12533.52167651644,11922.254611319957,11340.799392676863,10787.702079674062,10261.579640933513,9761.116496313429,9285.061227272648,8832.223447672455,13194.875,7259
WILDFLOWER,Billie Eilish,92,-1.2035443250163227,-2.2305127048363134,6,-1.416358018682134,1.4050428118696985,-0.0766948797209705,261467,264461,4.357783333333333,23422.17826372524,22279.86515035649,21193.26330492712,20159.655656837924,19176.457648586504,18241.21077302725,17351.57642582294,16505.33005771571,15700.355611995252,14934.6402332548,14206.269234204172,13513.421307954231,12854.363973800992,12227.449245121428,11631.109508548545,11063.853604121416,16528.8125,7550
Rah Tah Tah,"Tyler, The Creator",87,0.0797603910133393,1.3388106231888703,1,0.6717190781435476,-0.9760844544264085,1.532257317877142,165413,533737,2.756883333333333,47270.80045808614,44965.376315433365,42772.38903498771,40686.35500627201,38702.05805764788,36814.53641316961,35019.0702855599,33311.1700742832,31686.56513920582,30141.19312177114,28671.18978698724,27272.87936082662,25942.765338876507,24677.52174325657,23473.984805941804,22329.145057694524,33358.56250000001,13752
Who,Jimin,92,0.0731454182502998,0.6487037356784545,0,0.7657789853268886,-0.9760844544264085,0.098688535183089,170888,637256,2.848133333333333,56439.03498674093,53686.47076981323,51068.15069384384,48577.527594820815,46208.373617688965,43954.76464346825,41811.06547587063,39771.91575037409,37832.21653051923,35987.11755791221,34232.00512405237,32562.49053365783,30974.399130641283,29463.759859295325,28026.795334584727,26659.91239671633,39828.5,20771
Love Somebody,Morgan Wallen,86,-0.1980684650343197,1.1408291390670295,5,0.3417167633345794,-0.9503228864257331,-0.122447074913334,204829,303904,3.4138166666666665,26915.47586623039,25602.79261839719,24354.12968800909,23166.36476734064,22036.527825411056,20961.79368135973,19939.47494002252,18967.015272044027,18041.98302172269,17162.06512660493,16325.06133362418,15528.878697322189,14771.526346395183,14051.110505478624,13365.829759722368,12713.970550315224,18994.0,10168
"I Love You, I'm Sorry",Gracie Abrams,90,-0.7868010409448346,-1.3311111055399514,10,-0.2287195838812432,1.5770472112672271,-0.3588334167405448,157147,392286,2.6191166666666668,34743.09112634271,33048.65057748684,31436.848869347992,29903.65565810581,28445.23716212752,27057.94657551688,25738.314949199987,24483.042516745627,23288.990443230457,22153.172976516737,21072.74998131678,20045.0198373754,19067.412684011997,18137.483994130343,17252.908461627518,16411.474186917443,24517.875,12028
Not Like Us,Kendrick Lamar,88,1.6475089358536996,-0.957774592624481,1,-0.0950276933341353,-0.9455536735333472,-0.2978304898173938,274192,537251,4.569866666666667,47582.02039001837,45261.41787217841,43053.9924746386,40954.22448410855,38956.86338689163,37056.91473986586,35249.627681774626,33530.48305359892,31895.18209830584,30339.635711716943,28859.95421761782,27452.43764154155,26113.566458905305,24839.992794365644,23628.53205038631,22476.154944085647,33578.1875,17460
Like Him (feat. Lola Young),"Tyler, The Creator",86,-1.699667282244285,-0.4882756445641156,4,-0.0173490059411514,0.134555770865225,-0.3817095143367265,278015,422465,4.633583333333333,37415.91592024791,35591.120167984525,33855.32075472768,32204.177277806684,30633.561018487027,29139.54461802292,27718.39225721482,26366.5503149155,25080.63848212619,23857.44130946336,22693.90016686039,21587.105595399265,20534.290032147783,19532.82088981069,18580.193973890146,17674.027220895157,26404.062500000004,11053
MILLION DOLLAR BABY,Tommy Richman,88,1.3432201887538826,0.3149635195873514,1,0.2962720890774598,-0.6070177419918474,-0.856007271164227,155152,454372,2.5858666666666665,40241.78227430648,38279.16739367158,36412.27037024871,34636.42298905608,32947.18470664312,31340.331547418864,29811.84554151281,28357.90467775741,26974.87334666929,25659.29324953188,24407.874750847262,23217.48865253395,22085.158369301727,21008.05248563801,19983.47767579424,19008.87196906862,28398.25,14401
Thought I Was Dead (feat. ScHoolboy Q & Santigold),"Tyler, The Creator",85,0.8007924221846442,1.2313349603798711,10,0.8611599586223548,0.4277450880201034,3.758864150572161,207273,130078,3.45455,11520.451424553532,10958.592378566487,10424.13552160171,9915.744433130643,9432.147870623025,8972.136590778373,8534.560325787908,8118.324907065859,7722.38952925807,7345.764147686494,6987.507002721801,6646.722264893768,6322.557794850981,6014.203012568602,5720.886870476092,5441.875925436663,8129.875000000001,3235
Pink Skies,Zach Bryan,85,-0.8198759047600321,-0.8672687713116394,0,-0.0707200768710246,-0.2407265550930193,-0.343582685009757,194920,147458,3.248666666666667,13059.723597855247,12422.79336212624,11816.926580546631,11240.608270580564,10692.397336262318,10170.922964705773,9674.881198358164,9203.031674427017,8754.194523327054,8327.247418391697,7921.122769471789,7534.805053404151,7167.328274674703,6817.773549926513,6485.266810272787,6168.976615669364,9216.125,4876
Juno,Sabrina Carpenter,87,-0.1054588463517667,0.4733487068848241,5,0.6299733890003796,-0.8071683158362445,0.1901929255678156,223192,455061,3.719866666666667,40302.80405378892,38337.21310585068,36467.48515963957,34688.94492139227,32997.145114112944,31387.8553570642,29857.05158761183,28400.90599897213,27015.777468701137,25698.20245399194,24444.88633101359,23252.695156635426,22118.64783193685,21039.90864790726,20013.780194696417,19037.69661668486,28441.3125,13710
Noid,"Tyler, The Creator",85,-1.779046955400759,0.8070889229759272,1,0.1683928894237042,1.0571248221792426,2.3939236606666525,284364,390441,4.7394,34579.68737722064,32893.21612324819,31288.99504289498,29763.012747858684,28311.453487553037,26930.687607743803,25617.26247452265,24367.89384092392,23179.45763459655,22048.98214599596,20973.64059756225,19950.744075303955,18977.73480511241,18052.179756994246,17171.764561229076,16334.28772123969,24402.5625,10156
Tu Boda,Oscar Maydon,93,0.2980544921936421,0.0547592833129327,6,-0.0863086569941064,0.9515766680034864,-0.7728907832314336,225881,139407,3.764683333333333,12346.681004802767,11744.526266692434,11171.738961699362,10626.886823209488,10108.607437075783,9615.604834873237,9146.64625330275,8700.559051640786,8276.227779526744,7872.591387756047,7488.640575104461,7123.415264549313,6776.002202576844,6445.532675572742,6131.180337585606,5832.15914403165,8712.9375,4192
Good Graces,Sabrina Carpenter,86,0.7214127490281702,0.6656735771746123,5,0.3504357996746081,0.2987417884719571,-0.2749543922212121,185265,454974,3.08775,40295.09883635064,38329.88367630121,36460.51319058731,34682.31297928306,32990.83661563708,31381.85452768953,29851.34342213924,28395.47622401469,27010.6125069932,25693.289390438928,24440.21288039752,23248.249632895477,22114.41911894809,21035.886171684582,20009.95389695405,19034.056929685423,28435.875,14345
I Had Some Help (Feat. Morgan Wallen),Post Malone,84,-0.0326941459583322,1.31618416786066,0,0.5068500273502761,-0.943208158996108,0.3579509746064815,178206,167219,2.9701,14809.870744956235,14087.58482565468,13400.525206312492,12746.973880007945,12125.296628005592,11533.938933358206,10971.422093804704,10436.33952424427,9927.353239540931,9443.19050886382,8982.640673197135,8544.552118062016,8127.829393880488,7731.430476780924,7354.364162995599,6995.687590334979,10451.1875,5526
NEL,Fuerza Regida,89,0.2715946011414841,-0.9012084543039548,7,0.0809383128009911,1.0571248221792426,-0.8178804418372575,149074,437249,2.484566666666667,38725.27149044887,36836.61771349358,35040.0746681593,33331.150061055225,31705.570690524502,30159.27176141433,28688.386720970782,27289.237590442965,25958.325768220315,24692.323281506266,23488.064464652783,22342.53804334734,21252.8796048586,20216.364435512605,19230.40070748936,18292.522997903223,27328.062500000004,14055
No One Noticed,The Marías,83,0.3708191925870766,-1.7101042322874749,7,-1.0491016395112245,1.170491358145796,-0.4579631729906656,236907,463444,3.94845,41045.2504651116,39043.449978415774,37139.27845349085,35327.97446968587,33605.00882357521,31966.073203590862,30407.069416999428,28924.09914228563,27513.45418131796,26171.607186921843,24895.20284267441,23681.04947286572,22526.111061647,21427.49966140964,20382.468171411936,19388.403468596294,28965.25,12555
Slow It Down,Benson Boone,87,-1.4350683717227053,-0.3298904572666436,8,0.5176827694697057,-0.3071828003147918,-0.6615604415966827,161831,106039,2.6971833333333333,9391.420137211766,8933.395172364364,8497.70834864561,8083.270222057076,7689.044481411112,7314.045357013083,6957.335155723674,6618.021916237616,6295.25717871582,5988.233863193838,5696.184251461562,5418.378067367812,5154.120650749574,4902.751220419764,4663.641221870065,4436.192755557268,6627.437500000001,3709
Espresso,Sabrina Carpenter,88,0.3311293560088396,0.7618360123195064,0,0.3591548360146369,-0.475278008816922,0.1901929255678156,175459,780044,2.9243166666666665,69085.15668302431,65715.83383313486,62510.834797677424,59462.1454096539,56562.14235760286,53803.57412335003,51179.54284943576,48683.48709087841,46309.1654081442,44050.640760297385,41902.265659305376,39858.66804837708,37914.73786902273,36065.61428324592,34306.673518916745,32633.517307933063,48752.74999999999,22867
Beautiful Things,Benson Boone,89,-1.1704694612011255,-0.9634312064565336,10,0.2508274148203399,-0.3970941909089545,-0.3054558556827875,180304,752614,3.0050666666666666,66655.79904702511,63404.957367136936,60312.66110683397,57371.17791476027,54573.1525507855,51911.58849407336,49379.83044813528,46971.547699122566,44680.7182857442,42501.61394122698,40428.78576966486,38457.05062094096,36581.47813015249,34797.37838913041,33100.2902192261,31485.97001604106,47038.37500000001,26291
28,Zach Bryan,82,-1.0381700059403356,-0.691913742518009,7,-0.064643172755247,-0.0999956828586776,-0.8445692223661362,233333,487014,3.888883333333333,43132.744430860825,41029.13566210411,39028.12110362502,37124.697176745394,35314.10433019881,33591.815138773185,31953.522982389582,30395.13127730879,28912.74323253809,27502.652105824123,26161.331934866423,24885.428720575143,23671.75204032623,22517.267070243124,21419.086996556245,20374.465797064924,30438.375000000007,14991
Lies Lies Lies,Morgan Wallen,82,-1.0778598425185726,0.3432465887476144,1,0.2333893421402823,-0.0530853921138971,-0.6775737099140098,198069,296329,3.30115,26244.590554794228,24964.626769693787,23747.08755501094,22588.928428521125,21487.25338914997,20439.30767546214,19442.47087732288,18494.250383507733,17592.27514887617,16734.289765523696,15918.148823087293,15141.811544102042,14403.336680994453,13700.877661952378,13032.677973533648,12397.066768467545,18520.5625,9440
Judge Judy,"Tyler, The Creator",83,-0.1782235467452012,0.1113254216334587,1,0.1942857852213654,0.1736476798192088,-0.1148217090479401,269622,599863,4.4937,53127.297105482525,50536.24825092659,48071.56634015411,45727.08838459269,43496.95196816939,41375.580588216966,39357.66971131254,37438.17350918101,35612.29224149613,33875.46025402961,32223.334562137392,30651.78399103592,29156.87884571329,27734.8810846449,26382.234972742503,25095.558190164465,37491.43750000001,18369
Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),"Tyler, The Creator",83,-0.9654053055469012,0.0943555801373009,6,0.2162154826826497,0.8108457957691448,1.539882683742536,253910,112179,4.231833333333333,9935.2136437752,9450.667556659926,8989.75306106919,8551.317630684378,8134.264948558712,7737.552165753833,7360.187293674271,7001.226723579245,6659.772867069305,6334.971911647805,6026.011685744929,5732.119627865727,5452.560854783962,5186.636323951269,4933.681085526665,4693.062619655588,7011.187500000001,3288
Espresso,Sabrina Carpenter,90,0.3443593015349186,0.6713301910066649,0,0.3073690444193145,-0.5690985903064832,0.0376856082599377,175459,368931,2.9243166666666665,32674.63878989498,31081.07785188051,29565.23579790618,28123.322233270206,26751.73162300176,25447.03427614551,24205.96776974784,23025.42879110007,21902.46537784029,20834.269536509837,19818.170221107004,18851.626654080803,17932.221973063602,17057.65718745635,16225.74542975457,15434.40648724053,23058.1875,11540
Austin (Boots Stop Workin'),Dasha,87,0.7081828035020912,0.1735481737860372,0,-0.0268606819484557,0.8264825593507383,-0.5494675633753924,171783,303095,2.86305,26843.826200626187,25534.637348218832,24289.29838958064,23104.69532864691,21977.866040733137,20905.992865680368,19886.39556223717,18916.52460606041,17993.954814576446,17116.379282761405,16281.603614677071,15487.540436338017,14732.204176189349,14013.70610014361,13330.249588761752,12680.12564476872,18943.4375,10129
A Bar Song (Tipsy),Shaboozey,86,0.4832737295587481,0.3828428855719826,9,0.4468736258597749,-0.7399302324353924,-0.7599276612602639,171292,157436,2.8548666666666667,13943.432328879671,13263.40310976486,12616.539307022607,12001.223424209751,11415.916851115531,10859.15601643463,10329.54872807658,9825.770691960368,9346.562200589442,8890.724983126824,8457.119209093848,8044.660638200274,7652.317909178793,7279.109960844651,6924.103578931672,6586.411062570508,9839.750000000004,3990
Hey Jane,"Tyler, The Creator",83,-1.018325087651217,0.8070889229759272,10,-0.1018972371171882,1.182218930831991,3.3623451255716774,240742,312825,4.012366666666667,27705.57063366564,26354.354009325645,25069.03699737892,23846.40563580385,22683.402709356287,21577.12010493892,20524.79153980383,19523.78564440472,18571.59938260241,17665.851792770703,16804.278034152183,15984.72372357657,15205.13954838065,14463.576142059172,13758.179209833204,13087.184891947329,19551.5625,8537
Please Please Please,Sabrina Carpenter,87,0.1723700096958923,-0.3129206157704858,9,0.1467274051848446,0.0172800440032737,-0.5799690268369679,186365,506729,3.1060833333333333,44878.81755494847,42690.051795066174,40608.03340092646,38627.556242069055,36743.66809401231,34951.658255112576,33247.045767356365,31625.568211631296,30083.171049458117,28615.997484532585,27220.378818725807,25892.825278427976,24630.01728829658,23428.797170588998,22286.16124932333,21199.25233952394,31670.5625,13456
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,82,-1.0712448697555332,0.0943555801373009,5,-0.8802693903815764,-0.953098411961466,-0.6104704902985435,210950,340928,3.515833333333333,30194.532997664377,28721.928246436102,27321.143276408213,25988.675395519334,24721.19274001573,23515.52594305639,22368.66020964514,21277.727778072767,20240.00074901901,19252.884264383378,18313.91001878825,17420.73008752981,16571.111055543253,15762.928432701829,14994.161341484902,14262.887463731537,21308.000000000004,8925
Balloon (feat. Doechii),"Tyler, The Creator",82,-1.401993507907508,1.2822444848683443,6,0.9541630129159954,1.8702365284221047,0.4113285356642389,154261,763313,2.5710166666666665,67603.36366049778,64306.30870908779,61170.05302511083,58186.75433575433,55348.95284036402,52649.552557056624,50081.80357906907,47639.28519647567,45315.889841068936,43105.80781425776,41003.51275979479,39003.74784500728,37101.51261597723,35292.05049380201,33570.83688066942,31933.56784600652,47707.062500000015,18850
A Bar Song (Tipsy),Shaboozey,84,0.4832737295587481,0.3658730440758248,9,0.4714454555453106,-0.7059202716454265,-0.8621075638565422,171292,172512,2.8548666666666667,15278.649088643577,14533.500579738786,13824.69339244572,13150.455139594964,12509.099874359375,11899.023874508825,11318.701632269283,10766.682039758804,10241.58476046194,9742.096777669494,9266.969111252813,8815.013694562906,8385.100403644985,7976.154231339925,7587.152599206411,7217.122800542211,10782.0,4872
I Had Some Help (Feat. Morgan Wallen),Post Malone,84,-0.0723839825365692,1.2087085050516606,7,0.4706528158780352,-0.957789441035944,0.4952075601835716,178206,300476,2.9701,26611.87258601875,25313.996244884944,24079.41807983514,22905.05100239367,21787.95848316644,20725.347208987856,19714.560098183,18753.069656479354,17838.471656954658,16968.479128217277,16140.916635786496,15353.71484237319,14604.90533345872,13892.615695233348,13215.064832586404,12570.558515440787,18779.75,7476
CHIHIRO,Billie Eilish,88,0.3377443287718791,-1.2236354427309526,7,-1.55612681334502,-0.4244585271767432,-0.7401017100102398,303440,289742,5.057333333333333,25661.208172427232,24409.69628185097,23219.22134642232,22086.806558712,21009.62029190221,19984.96901924466,19010.290578840697,18083.147766901984,17201.222243471544,16362.30873536632,15564.30952184551,14805.229189216088,14083.16964125919,13396.325353000908,12742.978855959376,12121.496443579004,18108.875000000004,7839
one of wun,Gunna,84,1.759963472825371,-1.06525025543348,10,0.5422545991552413,-0.6465005700353711,-0.5799690268369679,144000,232691,2.4,20608.445412989025,19603.359670051927,18647.292537224,17737.853348680044,16872.768032742984,16049.873425520153,15267.111861866835,14522.526030151615,13814.25407795776,13140.524956482404,12499.653991992023,11890.038673260626,11310.154644456938,10758.551893460852,10233.851126077832,9734.740317085,14543.187500000004,7671
Diet Pepsi,Addison Rae,88,0.1326801731176553,-0.4543359615718,10,0.0273030286486928,0.947667477108088,-0.6455471732793555,169698,110353,2.8283,9773.492643289072,9296.833782437829,8843.42184854713,8412.123075610527,8001.858992042178,7611.603723936144,7240.38142984727,6887.263860679275,6551.368038578513,6231.854049029411,5927.92294063069,5638.814727300712,5363.806487916407,5102.210558633919,4853.372813370809,4616.671028150126,6897.0625,3132
I Killed You,"Tyler, The Creator",82,0.6618779941608146,1.440629672165817,2,0.4577063679792048,0.4042899426477132,0.6629656092222376,168421,652002,2.8070166666666667,57745.025059669984,54928.76695528919,52249.85937941357,49701.6036677228,47277.62785361055,44971.87073494888,42778.566717925925,40692.23140005808,38707.64785632713,36819.85359415035,35024.12814456418,33315.98125859305,31691.14167928804,30145.546461359758,28675.33081169877,27276.818425379814,40750.125,20216
Please Please Please,Sabrina Carpenter,88,0.1326801731176553,-0.3129206157704858,9,0.1501621770763711,0.0837362892250462,-0.5799690268369679,186365,811248,3.1060833333333333,71848.76133755289,68344.65589820957,65011.447697753225,61840.80197949207,58824.790477614864,55955.87159239667,53226.871532271325,50630.9663756159,48161.66500739211,45812.792887977776,43578.476613601495,41453.12922977398,39431.43626099163,37508.34242177965,35679.03897584517,33938.95171173175,50703.0,26860
LUNCH,Billie Eilish,86,1.614434072038502,-1.3650507885322671,11,-0.3539566513107476,-0.8106865876421031,-0.8910839541450389,179587,242254,2.993116666666667,21455.39937117569,20409.007196276438,19413.64816994496,18466.83337615609,17566.19528475153,16709.481831381356,15894.550786170024,15119.364397025882,14381.984294199516,13680.566643349714,13013.35753499721,12378.688598837429,11774.972831945675,11200.700630443229,10654.436014701296,10134.813038643995,15140.875000000002,5989
Like That,Future,83,1.0918512237583815,0.1961746291142476,11,0.5208533281388071,-0.9596658526657352,-0.4655885388560595,267707,621525,4.461783333333333,55045.80768189574,52361.19196242667,49807.506496590526,47378.36574056738,45067.69557718426,42869.71812745836,40778.93730289004,38790.12506237879,36898.3083393973,35098.756606734794,33386.97004771497,31758.66830431049,30209.779774018327,28736.431428732765,27334.939130157694,26001.798417541955,38845.312500000015,19327
NEW DROP,Don Toliver,85,0.7147977762651306,-0.0753428348242768,4,-0.0194627117205523,-0.2485449368838161,0.3121987794141181,217333,137994,3.622216666666666,12221.53764571903,11625.486221251123,11058.504567781689,10519.17493584949,10006.148720450448,9518.143088822637,9053.937772696205,8612.372016987087,8192.34167730468,7792.796459015744,7412.737290960748,7051.213827255575,6707.322070931797,6380.20211347339,6069.035984597533,5773.045606902835,8624.625000000002,3516
Stargazing,Myles Smith,88,-0.0922289008256877,-0.2280714082896969,1,0.1353662366205649,-0.0257210558461084,-0.5342168316446045,172533,482976,2.87555,42775.11606286356,40688.94903542896,38704.52557450997,36816.883587814285,35021.302987146366,33313.29388572837,31688.585371144552,30143.11482583558,28673.01776843852,27274.61819057052,25944.4193648931,24679.095101472445,23475.48143057202,22330.568691080225,21241.494004789904,20205.534117711664,30186.0,15818
Scared To Start,Michael Marcagi,85,-0.8066459592339531,-0.5109020998923259,7,-1.2197833811978485,0.5137472877188679,1.7000153669158078,159636,94542,2.6606,8373.180081029383,7964.815269718421,7576.366645268753,7206.862883785401,6855.380033398744,6521.039203903572,6203.004369075789,5900.480276171378,5612.7104573803135,5338.975338263015,5078.590438439433,4830.9046600315705,4595.298659579648,4371.183299360851,4157.998174238154,3955.2102103555794,5908.875000000001,2901
DOS DÍAS,Tito Double P,88,0.6354181031086567,-0.7258534255103245,1,-0.6538386587632528,2.073514454982821,0.2740719500871486,154620,626148,2.577,55455.24699473658,52750.66268434823,50177.98250726385,47730.773422991486,45402.91613412617,43188.58978491902,41082.257406105935,39078.65206960034,37172.763718429575,35359.826638982784,33635.307544244606,31994.89423821633,30434.48483317972,28950.17749284126,27538.260675708912,26195.203854305237,39134.25000000001,16624
Tomorrow,"Tyler, The Creator",81,-1.2300042160684808,-0.567468238212852,1,0.0125070881928863,2.182971800053976,-0.4198363436636961,182326,734280,3.0387666666666666,65032.0351790554,61860.38539748305,58843.41880104017,55973.59140176794,53243.72713634183,50646.99992217549,48176.91658865869,45827.30064084872,43592.27681501573,41466.25638742323,39443.92319960765,37520.22036521315,35690.33762514167,33949.6993193997,32293.95294556485,30718.95827526279,45892.5,22096
Si Antes Te Hubiera Conocido,KAROL G,93,1.8194982276927265,0.1509217184578268,11,-0.0405997695145615,0.7561171232335674,-0.856007271164227,195824,272468,3.263733333333333,24131.32396519974,22954.42540785724,21834.924870460607,20770.02301854457,19757.057042796736,18793.494000647315,17876.924482593367,17005.056587420015,16175.710191253616,15386.811496116512,14636.38784435188,13922.562785952085,13243.551386456258,12597.65576368442,11983.260842147633,11398.830314518034,17029.25,9380
It's ok I'm ok,Tate McRae,85,0.6949528579760121,-0.720196811678272,1,-0.2852612134802179,-0.8869158101023714,-0.7568775149141064,156522,373856,2.6087,33110.82494947559,31495.990961433545,29959.91335632412,28498.751140027445,27108.85064591738,25786.7363987918,24529.10242437433,23332.803982656667,22194.84970441047,21112.394111206213,20082.73050023495,19103.284176141427,18171.606012944605,17285.366329947014,16442.349066319515,15640.446239794965,23366.000000000004,9304
High Road,Zach Bryan,75,-1.1836994067272046,-2.33233175381326,4,-1.1590143400400723,2.198608563635569,-0.0614441479901829,199893,615464,3.33155,54509.01086702913,51850.57503714728,49321.7926526167,46916.34044029212,44628.20351669866,42451.660347690005,40381.26844163294,38411.85074034335,36538.48267374413,34756.47984587494,33061.38632146228,31448.963483760344,29915.17943580132,28456.198918552887,27068.3737207729,25748.233556581057,38466.5,14356
Saturn,SZA,85,-1.5739827997465348,-0.1262523593127502,1,-0.0509040851891409,1.4363163390328857,-0.5342168316446045,186192,404138,3.1032,35792.77201230197,34047.13792254726,32386.639411961067,30807.12436935187,29304.643184380504,27875.43887147704,26515.937675419933,25222.740135086504,23992.6125830294,22822.479059623645,21709.413621565396,20650.633025489613,19643.48976841192,18685.465467592137,17774.164563265633,16907.30832849615,25258.625,11991
Coincidence,Sabrina Carpenter,83,-1.5276779904052584,0.9824439517695568,9,0.1123796862695797,0.4277450880201034,-0.4198363436636961,164203,709215,2.7367166666666667,62812.13546537257,59748.75147038724,56834.77047581264,54062.90601133743,51426.2269720007,48918.14028681932,46532.37443267633,44262.96375224645,42104.23353674536,40050.78583620195,38097.48596177172,36239.44964634015,34472.03083131074,32790.810049038584,31191.583371859204,29670.35190007967,44325.9375,23914
